state_gid,state_name,name,station_id,lattitude,longitude,predictions
149,Washington DC,"Cornfield Harbor, Md.",8577940,+38.0600,-76.3617,Subordinate
149,Washington DC,LEWISETTA,8635750,+37.9961,-76.4644,Harmonic
149,Washington DC,"Travis Point, Coan River, Va.",8635762,+37.9967,-76.4667,Subordinate
149,Washington DC,"Kinsale, Yeocomico River, Va.",8635671,+38.0317,-76.5767,Subordinate
149,Washington DC,Piney Point,8578240,+38.1333,-76.5333,Subordinate
149,Washington DC,"Ragged Point, Coles Neck, Va.",8635485,+38.1417,-76.6133,Subordinate
149,Washington DC,"Mount Holly, Nomini Creek, Va.",8635409,+38.0983,-76.7350,Subordinate
149,Washington DC,"Colton Point, Md.",8578465,+38.2233,-76.7483,Subordinate
149,Washington DC,"Mills Point (south of), Wicomico Riv., Md.",8578551,+38.3267,-76.8333,Subordinate
149,Washington DC,"Colonial Beach, Potomac River",8635150,+38.2517,-76.9600,Subordinate
149,Washington DC,"Dahlgren, Upper Machodoc Creek, Va.",8635027,+38.3200,-77.0367,Subordinate
149,Washington DC,"Lower Cedar Point, Md.",8578693,+38.3417,-76.9767,Subordinate
149,Washington DC,"Mathias Point, Va.",8634892,+38.3983,-77.0533,Subordinate
149,Washington DC,"Goose Creek, Port Tobacco River, Md.",8578769,+38.4533,-77.0533,Subordinate
149,Washington DC,"Riverside, Md.",8578853,+38.3867,-77.1450,Subordinate
149,Washington DC,"Aquia Creek, Va.",8634858,+38.4183,-77.3533,Subordinate
149,Washington DC,"Clifton Beach, Smith Point, Md.",8578931,+38.4133,-77.2667,Subordinate
149,Washington DC,"Liverpool Point, Md.",8578984,+38.4600,-77.2700,Subordinate
149,Washington DC,"Quantico, Va.",8634689,+38.5200,-77.2867,Subordinate
149,Washington DC,"Indian Head, Md.",8579381,+38.6017,-77.1850,Subordinate
149,Washington DC,"Marshall Hall, Md.",8579629,+38.6867,-77.1017,Subordinate
149,Washington DC,"Alexandria, Va.",8634214,+38.8050,-77.0383,Subordinate
149,Washington DC,"Bellevue, D.C.",8590111,+38.8267,-77.0267,Subordinate
149,Washington DC,WASHINGTON,8594900,+38.8733,-77.0217,Harmonic
149,Washington DC,Washington Naval Yard,8593005,+38.8717,-76.9950,Subordinate
149,Washington DC,Kingman Lake,8593545,+38.8950,-76.9683,Subordinate
149,Washington DC,Kenilworth Aquatic Garden,8593909,+38.9100,-76.9550,Subordinate
149,Washington DC,"BLADENSBURG, MD.",8579997,+38.9333,-76.9383,Harmonic
152,North Carolina,DUCK,8651370,+36.1833,-75.7467,Harmonic
152,North Carolina,Kitty Hawk (ocean),8651605,+36.1017,-75.7100,Subordinate
152,North Carolina,"Jennettes Pier, Nags Head (ocean)",8652226,+35.9100,-75.5917,Subordinate
152,North Carolina,Roanoke Sound Channel,8652591,+35.7983,-75.5833,Subordinate
152,North Carolina,OREGON INLET MARINA,8652587,+35.7950,-75.5483,Harmonic
152,North Carolina,Oregon Inlet,TEC2771,+35.7667,-75.5167,Subordinate
152,North Carolina,Oregon Inlet (USCG Station),8652678,+35.7683,-75.5267,Subordinate
152,North Carolina,Oregon Inlet Bridge,8652659,+35.7733,-75.5383,Subordinate
152,North Carolina,Oregon Inlet Channel,8652657,+35.7733,-75.5583,Subordinate
152,North Carolina,Old House Channel,8652648,+35.7767,-75.5850,Subordinate
152,North Carolina,Davis Slough,8652737,+35.7483,-75.5533,Subordinate
152,North Carolina,"Rodanthe, Pamlico Sound",8653215,+35.5950,-75.4717,Subordinate
152,North Carolina,ROANOKE MARSHES LIGHT,8652547,+35.8117,-75.7000,Harmonic
152,North Carolina,OYSTER CREEK,8652437,+35.8450,-75.6550,Harmonic
152,North Carolina,MANNS HARBOR,8652247,+35.9033,-75.7700,Harmonic
152,North Carolina,Cape Hatteras,TEC2789,+35.2333,-75.5167,Subordinate
152,North Carolina,CAPE HATTERAS FISHING PIER,8654400,+35.2233,-75.6350,Harmonic
152,North Carolina,USCG STATION HATTERAS,8654467,+35.2086,-75.7042,Harmonic
152,North Carolina,Hatteras Inlet,TEC2791,+35.2000,-75.7333,Subordinate
152,North Carolina,Ocracoke Inlet,TEC2793,+35.0667,-76.0167,Subordinate
152,North Carolina,"OCRACOKE, OCRACOKE ISLAND",8654792,+35.1150,-75.9883,Harmonic
152,North Carolina,Cape Lookout Bight,8656841,+34.6133,-76.5383,Subordinate
152,North Carolina,Cape Lookout (ocean),8656937,+34.6083,-76.5283,Subordinate
152,North Carolina,"Shell Point, Harkers Island",TEC2801,+34.6833,-76.5333,Subordinate
152,North Carolina,Harkers Island Bridge,8656503,+34.7150,-76.5783,Subordinate
152,North Carolina,Channel Marker Lt. 59,8656554,+34.7033,-76.6200,Subordinate
152,North Carolina,Lenoxville Point,8656539,+34.7083,-76.6200,Subordinate
152,North Carolina,North River Bridge,8656225,+34.7917,-76.6083,Subordinate
152,North Carolina,Beaufort Inlet Channel Range,8656569,+34.6983,-76.6650,Subordinate
152,North Carolina,"Beaufort, Taylor Creek",8656518,+34.7117,-76.6450,Subordinate
152,North Carolina,BEAUFORT,8656483,+34.7200,-76.6700,Harmonic
152,North Carolina,Gallant Channel,8656451,+34.7283,-76.6683,Subordinate
152,North Carolina,Newport River (Yacht Club),8656306,+34.7683,-76.6717,Subordinate
152,North Carolina,Core Creek Bridge,8656084,+34.8250,-76.6900,Subordinate
152,North Carolina,"Fort Macon, USCG Station",8656571,+34.6983,-76.6817,Subordinate
152,North Carolina,Morehead City,8656496,+34.7183,-76.6950,Subordinate
152,North Carolina,Morehead City Harbor,8656502,+34.7200,-76.7108,Subordinate
152,North Carolina,ATLANTIC BEACH TRIPLE S PIER,8656590,+34.6933,-76.7117,Harmonic
152,North Carolina,"Triple ESS Marina, Bogue Sd.",8656583,+34.6950,-76.7117,Subordinate
152,North Carolina,Atlantic Beach Bridge,8656499,+34.7183,-76.7367,Subordinate
152,North Carolina,N.C. State Fisheries,TEC2831,+34.7167,-76.7500,Subordinate
152,North Carolina,"Coral Bay, Atlantic Beach",8656566,+34.7000,-76.7683,Subordinate
152,North Carolina,Spooners Creek,8656467,+34.7250,-76.8033,Subordinate
152,North Carolina,Bogue Inlet,TEC2837,+34.6500,-77.1000,Subordinate
152,North Carolina,New River Inlet,8657167,+34.5333,-77.3417,Subordinate
152,North Carolina,Ocean City Beach (fishing pier),8657419,+34.4517,-77.4950,Subordinate
152,North Carolina,WRIGHTSVILLE BEACH,8658163,+34.2133,-77.7867,Harmonic
152,North Carolina,New Topsail Inlet,TEC2841,+34.3667,-77.6333,Subordinate
152,North Carolina,Wilmington Beach,8658559,+34.0317,-77.8933,Subordinate
152,North Carolina,Cape Fear,TEC2847,+33.8500,-77.9667,Subordinate
152,North Carolina,Bald Head,8658901,+33.8800,-78.0017,Subordinate
152,North Carolina,Fort Caswell,8659086,+33.8967,-78.0167,Subordinate
152,North Carolina,SOUTHPORT,8659084,+33.9150,-78.0183,Harmonic
152,North Carolina,Zekes Island,8658741,+33.9500,-77.9517,Subordinate
152,North Carolina,Federal Point,8658715,+33.9617,-77.9400,Subordinate
152,North Carolina,"Sunny Point Army Base, Wharf no.1",8658654,+33.9900,-77.9567,Subordinate
152,North Carolina,Reaves Point,8658622,+34.0033,-77.9550,Subordinate
152,North Carolina,"Sunny Point Army Base, Wharf no.3",8658579,+34.0233,-77.9467,Subordinate
152,North Carolina,Orton Point,8658501,+34.0567,-77.9400,Subordinate
152,North Carolina,WILMINGTON,8658120,+34.2267,-77.9533,Harmonic
152,North Carolina,"Castle Hayne, Northeast River",TEC2863,+34.3500,-77.9333,Subordinate
152,North Carolina,"Bannermans Branch, Northeast River",TEC2865,+34.5833,-77.7667,Subordinate
152,North Carolina,"OAK ISLAND, ATLANTIC OCEAN",8659182,+33.9017,-78.0817,Harmonic
152,North Carolina,Lockwoods Folly Inlet,TEC2869,+33.9167,-78.2333,Subordinate
152,North Carolina,Shallotte Inlet (Bowen Point),8659665,+33.9150,-78.3733,Subordinate
152,North Carolina,Tubbs Inlet,TEC2873,+33.8833,-78.4833,Subordinate
152,North Carolina,SUNSET BEACH,8659897,+33.8650,-78.5067,Harmonic
152,North Carolina,Sunset Beach Bridge,8659899,+33.8817,-78.5100,Subordinate
155,South Carolina,"Dunn Sound, Little River Inlet",8660148,+33.8583,-78.5700,Subordinate
155,South Carolina,"Dunn Sound, north end",8660147,+33.8600,-78.5800,Subordinate
155,South Carolina,"Dunn Sound, west end",8660195,+33.8517,-78.5883,Subordinate
155,South Carolina,"Little River Neck, north end",8660098,+33.8700,-78.5733,Subordinate
155,South Carolina,Cherry Grove (inside),8660265,+33.8350,-78.6333,Subordinate
155,South Carolina,Hog Inlet Pier,8660266,+33.8367,-78.6067,Subordinate
155,South Carolina,SPRINGMAID PIER,8661070,+33.6550,-78.9183,Harmonic
155,South Carolina,Garden City Pier (ocean),8661437,+33.5750,-78.9967,Subordinate
155,South Carolina,"Garden City Bridge, Main Creek",8661419,+33.5783,-79.0033,Subordinate
155,South Carolina,Divine's Dock,8661582,+33.5417,-79.0283,Subordinate
155,South Carolina,Smith's Dock,8661559,+33.5450,-79.0450,Subordinate
155,South Carolina,"Captain Alex's Marina, Parsonage Creek",8661529,+33.5517,-79.0367,Subordinate
155,South Carolina,"Oaks Creek, 0.5 mi. above entrance",8661609,+33.5300,-79.0433,Subordinate
155,South Carolina,Allston Creek,8661608,+33.5317,-79.0533,Subordinate
155,South Carolina,"Oaks Creek, upper end",8661684,+33.5117,-79.0683,Subordinate
155,South Carolina,Litchfield Beach bridge,8661867,+33.4717,-79.1017,Subordinate
155,South Carolina,"Midway Inlet North, Pawleys Island",8661947,+33.4483,-79.1117,Subordinate
155,South Carolina,"Bennet's Dock, Pawleys Island Creek",8661989,+33.4350,-79.1267,Subordinate
155,South Carolina,Pawleys Island Pier (ocean),8662006,+33.4317,-79.1167,Subordinate
155,South Carolina,"Ward's Dock, Pawleys Inlet",8662071,+33.4117,-79.1350,Subordinate
155,South Carolina,"Clambank Creek, Goat Island, North Inlet",8662299,+33.3333,-79.1933,Subordinate
155,South Carolina,Little River (town),8660121,+33.8700,-78.6083,Subordinate
155,South Carolina,Nixon Crossroads,8660166,+33.8550,-78.6483,Subordinate
155,South Carolina,Myrtle Beach Airport,8660401,+33.8200,-78.7183,Subordinate
155,South Carolina,North Myrtle Beach,8660642,+33.7667,-78.8150,Subordinate
155,South Carolina,"Myrtle Beach, Combination Bridge",8660854,+33.7133,-78.9217,Subordinate
155,South Carolina,Socastee Bridge,8660983,+33.6867,-79.0050,Subordinate
155,South Carolina,Winyah Bay Entrance (South Jetty),TEC2929,+33.1833,-79.1500,Subordinate
155,South Carolina,Georgetown Lighthouse,8662747,+33.2233,-79.1850,Subordinate
155,South Carolina,South Island Plantation (C.G. Station),8662746,+33.2350,-79.2033,Subordinate
155,South Carolina,"South Island Ferry, Intracoastal Waterway",8662549,+33.2517,-79.2683,Subordinate
155,South Carolina,Frazier Point,TEC2937,+33.3167,-79.2833,Subordinate
155,South Carolina,Georgetown,8662926,+33.3617,-79.2800,Subordinate
155,South Carolina,Jacobs Wharf,8662237,+33.3633,-79.3550,Subordinate
155,South Carolina,Cumberland,8662216,+33.3700,-79.4333,Subordinate
155,South Carolina,"Windsor Plantation, Black River",8662953,+33.4150,-79.2500,Subordinate
155,South Carolina,Black River (south of Dunbar),8661686,+33.5117,-79.3417,Subordinate
155,South Carolina,"Winea Plantation, Black River",8661593,+33.5350,-79.3883,Subordinate
155,South Carolina,"Mt. Pleasant Plantation, Black River",8661734,+33.4950,-79.4617,Subordinate
155,South Carolina,"Rhems, Black Mingo Creek, Black River",8661367,+33.6033,-79.4267,Subordinate
155,South Carolina,Weymouth Plantation,8661913,+33.4550,-79.2050,Subordinate
155,South Carolina,"Carr Creek, 1 mile above entrance",8661873,+33.4650,-79.1867,Subordinate
155,South Carolina,South of Sam Worth Game Management Area,8661866,+33.4683,-79.1883,Subordinate
155,South Carolina,Arundel Plantation,8661741,+33.4833,-79.1783,Subordinate
155,South Carolina,Holly Grove Plantation,8661558,+33.5517,-79.1767,Subordinate
155,South Carolina,Lower Topsaw Landing,8661299,+33.6083,-79.1517,Subordinate
155,South Carolina,Yauhannah Bridge,8661093,+33.6600,-79.1550,Subordinate
155,South Carolina,WACCAMAW RIVER ENTRANCE,8662931,+33.3667,-79.2550,Subordinate
155,South Carolina,Hagley Landing,8661991,+33.4350,-79.1817,Subordinate
155,South Carolina,Thoroughfare Creek entrance,8661703,+33.5067,-79.1450,Subordinate
155,South Carolina,Wachesaw Landing,8661493,+33.5600,-79.0850,Subordinate
155,South Carolina,Bull Creek entrance,8661347,+33.5967,-79.0983,Subordinate
155,South Carolina,"Little Bull Creek entrance, Bull Creek",8661119,+33.6017,-79.1183,Subordinate
155,South Carolina,Bucksport,8661139,+33.6467,-79.0950,Subordinate
155,South Carolina,Enterprise Landing,8661067,+33.6667,-79.0633,Subordinate
155,South Carolina,Keysfield,8660831,+33.7450,-79.0650,Subordinate
155,South Carolina,Pitch Landing,8660475,+33.8000,-79.0550,Subordinate
155,South Carolina,"Conway, RR. bridge",8660275,+33.8350,-79.0417,Subordinate
155,South Carolina,Grahamville,8660315,+33.8300,-78.9533,Subordinate
155,South Carolina,North Santee River Inlet,TEC2991,+33.1333,-79.2500,Subordinate
155,South Carolina,"Cedar Island, North Santee Bay",8663261,+33.1400,-79.2450,Subordinate
155,South Carolina,"Minim Creek ent., ICWW, North Santee Bay",8662796,+33.1950,-79.2750,Subordinate
155,South Carolina,North Santee Bridge,8662793,+33.2100,-79.3850,Subordinate
155,South Carolina,"Cedar Island Point, South Santee River",8663381,+33.1200,-79.2700,Subordinate
155,South Carolina,"Brown Island, South Santee River",TEC3001,+33.1500,-79.3333,Subordinate
155,South Carolina,"U.S. Highway 17 bridge, South Santee River",8662799,+33.1850,-79.4067,Subordinate
155,South Carolina,"Pleasant Hill Landing, Santee River",8662670,+33.2450,-79.5217,Subordinate
155,South Carolina,"Jamestown Bridge, Santee River",8662405,+33.3050,-79.6783,Subordinate
155,South Carolina,Cape Romain,8663101,+33.0250,-79.3483,Subordinate
155,South Carolina,"Cape Romain, 46 miles east of",TEC3011,+33.1000,-78.4333,Subordinate
155,South Carolina,"Casino Creek, ICWW",8663461,+33.1083,-79.3933,Subordinate
155,South Carolina,Five Fathom Creek entrance,8664099,+33.0000,-79.4967,Subordinate
155,South Carolina,"McClellanville, Jeremy Creek",8663618,+33.0783,-79.4600,Subordinate
155,South Carolina,Harbor River entrance,8663899,+33.0333,-79.5350,Subordinate
155,South Carolina,"Buck Hall, Awendaw Creek",8663858,+33.0400,-79.5600,Subordinate
155,South Carolina,Jack Creek entrance,TEC3023,+32.9333,-79.5833,Subordinate
155,South Carolina,Wharf Creek entrance,8664621,+32.9133,-79.6167,Subordinate
155,South Carolina,"Moores Landing, ICWW, Sewee Bay",8664442,+32.9367,-79.6550,Subordinate
155,South Carolina,"Price Creek, North Capers Island",8664801,+32.8817,-79.6583,Subordinate
155,South Carolina,"Old Capers Landing, Santee Pass, Capers Island",8664878,+32.8700,-79.6867,Subordinate
155,South Carolina,"North Dewees Island, Capers Inlet",8664992,+32.8500,-79.7033,Subordinate
155,South Carolina,SOUTH CAPERS ISLAND,8664941,+32.8567,-79.7067,Harmonic
155,South Carolina,"South Dewees Island, Dewees Inlet",8665111,+32.8333,-79.7267,Subordinate
155,South Carolina,Hamlin Sound,8665167,+32.8267,-79.7867,Subordinate
155,South Carolina,Isle of Palms Pier,8665494,+32.7833,-79.7850,Subordinate
155,South Carolina,"Hamlin Creek, Isle of Palms",8665387,+32.7867,-79.7917,Subordinate
155,South Carolina,"Breach Inlet, Isle of Palms",8665552,+32.7767,-79.8117,Subordinate
155,South Carolina,Sullivans Island (outer coast),TEC3047,+32.7667,-79.8333,Subordinate
155,South Carolina,"Ben Sawyer Bridge, ICWW",8665567,+32.7733,-79.8417,Subordinate
155,South Carolina,Fort Sumter,8665728,+32.7533,-79.8767,Subordinate
155,South Carolina,"The Cove, Fort Moultrie",8665637,+32.7633,-79.8567,Subordinate
155,South Carolina,Fort Johnson,8665726,+32.7517,-79.8983,Subordinate
155,South Carolina,Shem Creek,8665426,+32.7933,-79.8817,Subordinate
155,South Carolina,CHARLESTON,8665530,+32.7817,-79.9250,Harmonic
155,South Carolina,"Shipyard Creek, 0.8 mile above entrance.",TEC3061,+32.8333,-79.9500,Subordinate
155,South Carolina,"Clouter Creek, south entrance",8664945,+32.8600,-79.9383,Subordinate
155,South Carolina,ARMY DEPOT,8664662,+32.9100,-79.9517,Harmonic
155,South Carolina,"Yeamans Hall, Goose Creek",8664541,+32.9250,-79.9867,Subordinate
155,South Carolina,"Hanahan, Turkey Creek, Goose Creek",8664589,+32.9183,-80.0117,Subordinate
155,South Carolina,"Clouter Creek, north entrance",8664688,+32.9067,-79.9350,Subordinate
155,South Carolina,"Snow Point, 0.4 mi. North of",8664515,+32.9483,-79.9317,Subordinate
155,South Carolina,GENERAL DYNAMICS PIER,8664022,+33.0083,-79.9233,Harmonic
155,South Carolina,"Dupont, Dean Hall",8663757,+33.0583,-79.9367,Subordinate
155,South Carolina,"Bonneau Ferry, East Branch",8663731,+33.0717,-79.8833,Subordinate
155,South Carolina,"Blessing Plantation, East Branch",8663781,+33.0550,-79.8800,Subordinate
155,South Carolina,"Richmond Plantation, East Branch",8663665,+33.0767,-79.8550,Subordinate
155,South Carolina,"Quinby Creek bridge, East Branch",8663535,+33.0950,-79.8083,Subordinate
155,South Carolina,"Old Rice Mill, West Branch",8663631,+33.0783,-79.9250,Subordinate
155,South Carolina,"Back River Reservoir, West Branch",8664131,+32.9950,-79.9367,Subordinate
155,South Carolina,"Pimlico, West Branch",8663539,+33.0950,-79.9533,Subordinate
155,South Carolina,Hobcaw Point,8665192,+32.8217,-79.9000,Subordinate
155,South Carolina,"Parker Island, Horlbeck Creek",8664782,+32.8850,-79.8450,Subordinate
155,South Carolina,Nowell Creek,8664701,+32.9000,-79.9000,Subordinate
155,South Carolina,"CAINHOY, WANDO RIVER",8664545,+32.9267,-79.8300,Harmonic
155,South Carolina,Big Paradise Island,8664611,+32.9150,-79.7467,Subordinate
155,South Carolina,Woodville,8664582,+32.9200,-79.7333,Subordinate
155,South Carolina,"James Island Creek, 1 mi. above ent.",8665775,+32.7450,-79.9483,Subordinate
155,South Carolina,"Wappoo Creek, highway bridge",8665613,+32.7667,-79.9733,Subordinate
155,South Carolina,South Ashley Bridge,8665495,+32.7833,-79.9567,Subordinate
155,South Carolina,Duck Island,8665145,+32.8300,-79.9667,Subordinate
155,South Carolina,Cosgrove Bridge,8665101,+32.8350,-79.9867,Subordinate
155,South Carolina,I-526 BRIDGE,8665099,+32.8367,-80.0217,Harmonic
155,South Carolina,"Drayton, Bee's Ferry",8665002,+32.8483,-80.0517,Subordinate
155,South Carolina,Magnolia Gardens,8664841,+32.8767,-80.0833,Subordinate
155,South Carolina,"Greggs Landing, Mateeba Gardens",8664532,+32.9317,-80.1567,Subordinate
155,South Carolina,Bacon Bridge,8664531,+32.9583,-80.2033,Subordinate
155,South Carolina,Folly Island (outer coast),TEC3127,+32.6500,-79.9333,Subordinate
155,South Carolina,"Folly River Bridge, Flooy Island",8666652,+32.6617,-79.9450,Subordinate
155,South Carolina,"Folly Creek, Hwy. 171 bridge",8665424,+32.6750,-79.9517,Subordinate
155,South Carolina,"Folly River, north, Folly Island",8666467,+32.6700,-79.9167,Subordinate
155,South Carolina,Snake Island,8666767,+32.6400,-80.0150,Subordinate
155,South Carolina,Abbapoola Creek entrance,8666283,+32.6767,-80.0067,Subordinate
155,South Carolina,Elliott Cut entrance,8665641,+32.7633,-80.0017,Subordinate
155,South Carolina,"Pennys Creek, west entrance",8665599,+32.7683,-80.0700,Subordinate
155,South Carolina,"Sandblasters, Pennys Creek",8665589,+32.7700,-80.0633,Subordinate
155,South Carolina,Limehouse Bridge,8665475,+32.7867,-80.1050,Subordinate
155,South Carolina,Church Flats,8665763,+32.7467,-80.1650,Subordinate
155,South Carolina,Kiawah River Bridge,8667062,+32.6033,-80.1317,Subordinate
155,South Carolina,"Ocella Creek, 2 mi. above entrance",8667281,+32.5617,-80.2383,Subordinate
155,South Carolina,"Rockville, Bohicket Creek",8667089,+32.5983,-80.1950,Subordinate
155,South Carolina,"Ho-Non-Wah Boy Scout Camp, Bohicket Creek",8666918,+32.6250,-80.1667,Subordinate
155,South Carolina,"Oak Branch, Bohicket Creek",8666282,+32.6833,-80.0967,Subordinate
155,South Carolina,Point of Pines,8667178,+32.5850,-80.2283,Subordinate
155,South Carolina,"Leadenwah Creek, 3 mi. above entrance",8666775,+32.6367,-80.2017,Subordinate
155,South Carolina,"Steamboat Landing, Steamboat Creek",8667075,+32.6033,-80.2867,Subordinate
155,South Carolina,"Windsor Plantation, Russel Creek",8667101,+32.5983,-80.3450,Subordinate
155,South Carolina,"Dawho Bridge, Dawho River",8666799,+32.6367,-80.3417,Subordinate
155,South Carolina,"Park Island, Tom Point Creek",8666552,+32.6650,-80.3167,Subordinate
155,South Carolina,"Toogoodoo Creek, 2 mi. above entrance",8666433,+32.6683,-80.2933,Subordinate
155,South Carolina,"Lower Toogoodoo Creek, 2 mi. above entrance",8666131,+32.7033,-80.2783,Subordinate
155,South Carolina,Bluff Point,8666699,+32.6467,-80.2567,Subordinate
155,South Carolina,Yonges Island,8666217,+32.6950,-80.2233,Subordinate
155,South Carolina,"Johns Island, Church Creek",8666101,+32.7067,-80.1567,Subordinate
155,South Carolina,Church Creek bridge,8666029,+32.7150,-80.0917,Subordinate
155,South Carolina,"Edisto Beach, Edisto Island",8667630,+32.5017,-80.2967,Subordinate
155,South Carolina,"Edisto Marina, Big Bay Creek entrance",8667676,+32.4933,-80.3400,Subordinate
155,South Carolina,"Carters Dock, Big Bay Creek",8667679,+32.4933,-80.3267,Subordinate
155,South Carolina,"Peters Point, St. Pierre Creek",8667425,+32.5400,-80.3400,Subordinate
155,South Carolina,Fenwick Island,8667309,+32.5600,-80.4183,Subordinate
155,South Carolina,Pine Landing,8667067,+32.6033,-80.3883,Subordinate
155,South Carolina,Dawho River,8666616,+32.6567,-80.3917,Subordinate
155,South Carolina,"Willtown Bluff, Edisto River",8666367,+32.6817,-80.4167,Subordinate
155,South Carolina,"Hope Creek, Edisto River",8666167,+32.7000,-80.4267,Subordinate
155,South Carolina,"Penny Creek, south of, Edisto River",8666017,+32.7150,-80.4367,Subordinate
155,South Carolina,Jacksonboro Camp,8665737,+32.7533,-80.4500,Subordinate
155,South Carolina,"Canaday Landing, south of, Edisto River",8665257,+32.8133,-80.4067,Subordinate
155,South Carolina,Otter Island,8667783,+32.4767,-80.4200,Subordinate
155,South Carolina,"Johnson Creek Bridge, Hunting Island",8668227,+32.3917,-80.4383,Subordinate
155,South Carolina,Harbor River Bridge,8668146,+32.4033,-80.4533,Subordinate
155,South Carolina,Seabrook,8667524,+32.5233,-80.4067,Subordinate
155,South Carolina,"Ashepoo-Coosaw Cutoff, ICWW",8667482,+32.5250,-80.4517,Subordinate
155,South Carolina,"Musselboro Island, Mosquito Creek",8667209,+32.5783,-80.4483,Subordinate
155,South Carolina,Hutchinson Island,8667351,+32.5517,-80.4817,Subordinate
155,South Carolina,Bluff Islands,8667201,+32.5783,-80.4933,Subordinate
155,South Carolina,"Brickyard Ferry, swing bridge",8667017,+32.6133,-80.4817,Subordinate
155,South Carolina,Airy Hall Plantation,8666749,+32.6317,-80.4717,Subordinate
155,South Carolina,Ashepoo,8665814,+32.7433,-80.5567,Subordinate
155,South Carolina,Village Creek Entrance,8667927,+32.4450,-80.5033,Subordinate
155,South Carolina,Village Creek Cemetery,8668077,+32.4167,-80.5200,Subordinate
155,South Carolina,"Edding Point, Edding Creek",8667972,+32.4467,-80.5333,Subordinate
155,South Carolina,"Jenkins Creek, 1 mi. above entrance",8667982,+32.4400,-80.5533,Subordinate
155,South Carolina,"Jenkins Creek, Polawana Island",8668091,+32.4200,-80.5767,Subordinate
155,South Carolina,Lucy Point Creek entrance,8667901,+32.4517,-80.6100,Subordinate
155,South Carolina,"Bowles Island, New Chehaw River",8667272,+32.5650,-80.5167,Subordinate
155,South Carolina,"Wiggins, Chehaw River",8667074,+32.6017,-80.5417,Subordinate
155,South Carolina,Fields Point,8667259,+32.5683,-80.5533,Subordinate
155,South Carolina,U.S. 17 Bridge,8666659,+32.6517,-80.6833,Subordinate
155,South Carolina,Bluff Plantation,8666359,+32.6833,-80.7383,Subordinate
155,South Carolina,Cuckolds Creek,8666166,+32.7133,-80.6950,Subordinate
155,South Carolina,"Summerhouse Point, Bull River",8667493,+32.5267,-80.5733,Subordinate
155,South Carolina,"Briars Creek ent., Wimbee Creek, Bull River",8667199,+32.5783,-80.6700,Subordinate
155,South Carolina,"Sams Point, Lucy Point Creek",8667733,+32.4833,-80.6000,Subordinate
155,South Carolina,"Brickyard Point, Brickyard Creek",8667624,+32.4933,-80.6850,Subordinate
155,South Carolina,Whale Branch entrance,8667491,+32.5250,-80.6750,Subordinate
155,South Carolina,"Lobeco, Whale Branch",8667411,+32.5733,-80.7450,Subordinate
155,South Carolina,"Sheldon, Huspa Creek, Whale Branch",8667172,+32.5833,-80.7833,Subordinate
155,South Carolina,FRIPPS INLET,8668498,+32.3400,-80.4650,Harmonic
155,South Carolina,"Capers Island, Trenchards Inlet",8668837,+32.2733,-80.5850,Subordinate
155,South Carolina,"Club Bridge Creek ent., Trenchards Inlet",8668529,+32.3350,-80.5417,Subordinate
155,South Carolina,"Port Royal Plantation, Hilton Head Island",8669167,+32.2200,-80.6683,Subordinate
155,South Carolina,"Station Creek, west end",8668836,+32.2800,-80.6383,Subordinate
155,South Carolina,"Station Creek, County Landing",8668601,+32.3250,-80.6017,Subordinate
155,South Carolina,Fort Fremont,8668686,+32.3067,-80.6450,Subordinate
155,South Carolina,"Parris Island, Marine Corps Recruit Depot",8668445,+32.3500,-80.6683,Subordinate
155,South Carolina,"Distant Island, Cowen Creek",8668282,+32.3783,-80.6333,Subordinate
155,South Carolina,"Distant Island Creek, upper end, Cowen Creek",8668155,+32.4017,-80.6533,Subordinate
155,South Carolina,"Capers Creek, Cowen Creek, St. Helena Island",8668255,+32.3717,-80.6050,Subordinate
155,South Carolina,"Cowen Creek, Rt. 21 bridge",8668173,+32.3983,-80.6167,Subordinate
155,South Carolina,"Battery Creek, 4 mi. above entrance",8668092,+32.4133,-80.7000,Subordinate
155,South Carolina,BEAUFORT,8667999,+32.4300,-80.6750,Harmonic
155,South Carolina,"Marine Corps Air Station, Brickyard Creek",8667864,+32.4650,-80.6917,Subordinate
155,South Carolina,"Albergottie Creek, Rt. 21 bridge",8667909,+32.4500,-80.7317,Subordinate
155,South Carolina,"SKULL CREEK, NORTH ENTRANCE, HILTON HEAD ISLAND",8668918,+32.2667,-80.7367,Harmonic
155,South Carolina,"Skull Creek, south entrance, Hilton Head Island",8669133,+32.2233,-80.7717,Subordinate
155,South Carolina,"Pinckney Island, Mackay Creek, Chechessee River",8668944,+32.2600,-80.7667,Subordinate
155,South Carolina,Colleton River Entrance,8668619,+32.3217,-80.7917,Subordinate
155,South Carolina,"Callawassie Creek, Colleton River",8668636,+32.3167,-80.8417,Subordinate
155,South Carolina,"Callawassie Island, south, Colleton River",8668655,+32.3133,-80.8600,Subordinate
155,South Carolina,"Callawassie Island Bridge, Colleton River",8668511,+32.3417,-80.8567,Subordinate
155,South Carolina,"Baileys Landing, Okatee River, Colleton River",8668482,+32.3467,-80.8900,Subordinate
155,South Carolina,"Chechessee Bluff, Chechessee River",8668301,+32.3733,-80.8367,Subordinate
155,South Carolina,Hwy. 170 bridge,8668223,+32.3867,-80.7767,Subordinate
